Page,Romanized Chakma,pos,English translation
15,Āghubeyā,a,Not kept secretly; without other notice.
15,Āghureyā,a,Not rolled; not turned; not moved.
15,Āghuleyā,a,Trying to have; trying to possess anything excess of one's need; n. greedy.
15,Āghujusyā,a,Without thundering; not thundered.
15,Āghursyā,a,Not rolled; not turned.
16,Āghumeyā,a,Unsleeping; not sleeping.
16,Āng,n,Spell; mystical formula.
16,Āngar,a,Toothed.
16,Āngārāh,n,Charcoal; cinder.
16,Āngā pangā,n,A kind of weed.
16,Āngār pādā,n,Stramonium leaf.
16,Āngānā,v,Burn.
16,Āngāpasyā,n,The new moonday; dark moon.
16,Āngich,v,Shall burn; must burn.
16,Āngiba,v,Shall burn; will burn.
16,Āngijeba,v,Shall be burnt.
16,Āngichā,a,Let burn; burn.
16,Āngijār,v,Being burnt.
16,Āngutyā,a,Scratched.
16,Ānguāngā,a,Foolish; bewildered.
16,Āngugajā,n,One of the clan or group of Chakma; little of Chakma.
16,Ānguchchyā,n,New moonday.
16,Āngud,v,Scratch; scratch with the nail.
16,Āngudawnā,v,Scratching with the nails.
16,Āngudā-ungudi,a,Scratch each other.
16,Āngul,n,Finger; toe.
16,Āngulahchāb,n,Finger print.
16,Āngulahdāg,n,Finger mark.
16,Āngulahpāb,n,Knucle; knuckle.
16,Āngullārānā,v,Shaking the finger.
16,Āngurbingur,a,Spot of scratching.
16,Āch,n,Fibre of a tree or bamboo; stringy fruit.
16,Āchagatyā,a,Without stirring; not stirred.
16,Ācharchāgasyā,a,Without practising; not practised.
16,Ācharhsyā,a,Without mounting; not mounted; without climbing; not climbed.
16,Ācharheyā,a,Not slaped [slapped]; not wounded.
16,Ācharjheyā,a,Without blaming; not blamed.
16,Āchchhār,a & ind,A sound of sudden trouble feeling.
16,Āchchhā,a,Good; fine; yes; yea.
16,Āchāgaribalā,n,Unemployee [Unemployed person].
16,Āchāgari gasyā,a,Not employed.
16,Āchāgicheyā,a,Not tested; without testing.
16,Āchājsyā,a,Not scraped.
17,Āchābpyā,a,Without pressing; not pressed.
17,Āchābereyā,a,Without slapping; not slapped.
17,Āchābcyā,a,Not chewed; without chewing.
17,Āchār,n,Pickle; custom; behaviour.
17,Āchāreyā,a,Without planting; not planted.
17,Āchālāndyā,a,Without despatching; not despatched.
17,Āchāleyā,a,Without driven; not driven.
17,Āchātteyā,a,Not moved; without moving.
17,Āchāchgasyā,a,Uncultivated.
17,Āchām chulyā,a,Not skinned.
17,Āchinyā,a,Not aquinted [acquainted]; unknown.
17,Āchibidyā,a,Not massaged.
17,Āchipyā,a,Not squeezed; without squeezing.
17,Āchit jureyā,a,Without glooming the heart.
17,Āchidendyā,a,Not redined [reddened]; without redining.
17,Āchiridyā,a,Unsplitted [unsplit]; untorned [untorn]; without splitting.
17,Āchindeyā,a,Not pinched; without pinching.
17,Āchibeyā,a,Not got hold.
17,Āchiggasyā,a,Not stiched [stitched].
17,Āchityā,a,Not scattered.
17,Āchidegasyā,a,Not thought; without thinking.
17,Āchulchuleyā,a,Not itchy; without itching.
17,Āchusyā,a,Not sucked; without sucking.
17,Āchumyā,a,Not kissed; without kissing.
17,Āchujsyā,a,Not sweeped [swept].
17,Āchumulang gasyā,a,Unmarried; not wedded.
17,Āchugeyā,a,Not withered.
17,Āchurgawyā,a,Not stolen; without stealing.
17,Āchegeyā,a,Not skipped; without skipping.
17,Āchedeyā,a,Proudless; not proud.
17,Āchebedā gasyā,a,Not unflatten; without flating.
17,Ācherāttā gasyā,a,Careless; without treatment.
17,Āchokhpādeyā,a,Not cast an eye upon.
17,Āchokhkhulyā,a,Not opened the eye (s); without opening the eyes.
17,Āchokchāmādyā,a,Not glassed; without wearing a glass.
17,Āchorgasyā,a,Not kept in order.
18,Āchomyā,a,Not entered; without entering.
18,Ācholgasyā,a,Not answered.
18,Āchokhkhatyā,a,Unretorted; not quarrelled.
18,Āchogeedyā,a,Not guarded.
18,Āchogdyā,a,Not watched; without watching.
18,Āchhak gasyā,a,Not hated; undetested.
18,Āchhanmasyā,a,Non-paralytic.
18,Āchhal gasyā,a,Not pretended; undeceived.
18,Āchhalāmāsyā,a,Not drawn.
18,Āchharheyā,a,Not scattered.
18,Āchhākyā,a,Unpurified; unfiltered; not strained.
18,Āchhābereyā,a,(See Ä€chÄbereyÄ).
18,Āchhābcyā,a,Not printed; unprinted; unpublished.
18,Āchhāmchulyā,a,Unskinned.
18,Āchhāgā gasyā,a,Unflatten; round.
18,Āchhinyā,a,Untorn; not torn.
18,Āchhireyā,a,Uncompleted.
18,Āchhididyā,a,Not scattered.
18,Āchhuyoyā,a,Unploughed; unfiltered.
18,Āchhchhur,n,Devilry; devilish (annoying behavior).
19,Ājālā gasyā,a,Unlighted; not kindled.
19,Ājinye,a,Not conquered; not won.
19,Ājipur gasyā,a,Without reporting; not reported.
19,Ājibeyā,a,Unconquered; unbeaten.
19,Ājibeiyā,a,Not kept; not preserved.
19,Ājimeyā,a,Unconquered; unbeaten; not won.
19,Ājibanyā,a,Not alive; dead.
19,Ājugarānā,v,To hug; to embrace; to cling.
19,Ājugari,ad,Huggingly.
19,Ājupeyā,a,Embraced; hugged.
19,Ājugarayā,n,One who hugs or embraces.
19,Ājur gasyā,a,Not paired.
19,Ājurānā,v,To paired; to join.
19,Ājeyā,a,Not born; unborn.
19,Ājo gasyā,a,Not weighed; not measured.
19,Ājoch gasyā,a,Not washed; unwashed.
19,Ājor gasyā,a,Not joined; not paired.
19,Ājolā gasyā,a,Not burned.
19,Ājolyā,a,Unburnt.
19,Ājoh,n,Laughing stock; an object of ridicule.
19,Ājhak kalak gasyā,a,Not wasted; not thrown away.
19,Ājhā,n,Hope; expectation; desire.
19,Ājhā garānā,v,To hope; to expect.
19,Ājhā diyā,a,Hopeful.
19,Ājhā neiyā,a,Hopeless.
19,Ājhār,a,Hopeful; of hope.
19,Ājhā cheiyā,a,Expectant; looking for hope.
19,Ājhā metānā,v,To satisfy one's hope.
19,Ājhā metāni,n,Satisfaction of hope.
19,Ājhābālā,a,Hopeful.
19,Ājhā bhāngā,v,To disappoint; to break hope.
19,Ājhā bhāngāni,n,Disappointment.
19,Ājhā bhāngyā,a,Disappointed.
19,Ājhārat thānā,v,To be in hope; to expect.
19,Ājhārā,a,Broad; wide; extended.
19,Ājhārā garānā,v,To widen; to extend; to spread.
19,Ājhārā ahnā,v,To be wide; to be extended.
19,Ājhāri,n,Extension; widening.
20,Āchokhkhulyā,a,Not opened the eye (s); without opening the eyes.
20,Āchokchāmādyā,a,Not glassed; without wearing a glass.
20,Āchinyā,a,Not acquainted; unknown.
20,Āchābpyā,a,Without pressing; not pressed.
20,Āchābereyā,a,Without slapping; not slapped.
20,Āchābcyā,a,Not chewed; without chewing.
20,Āchāreyā,a,Without planting; not planted.
20,Āchālāndyā,a,Without despatching; not despatched.
20,Āchāleyā,a,Without driven; not driven.
20,Āchātteyā,a,Not moved; without moving.
20,Āchāchgasyā,a,Uncultivated.
20,Āchāmchulyā,a,Not skinned; unskinned.
20,Āchityā,a,Not scattered.
20,Āchusyā,a,Not sucked; without sucking.
20,Āchumyā,a,Not kissed; without kissing.
20,Āchujsyā,a,Not sweeped [swept].
20,Āchumulang gasyā,a,Unmarried; not wedded.
20,Āchugeyā,a,Not withered.
20,Āchurgawyā,a,Not stolen; without stealing.
20,Āchegeyā,a,Not skipped; without skipping.
20,Āchokhpādeyā,a,Not cast an eye upon.
20,Āchomyā,a,Not entered; without entering.
20,Ācholgasyā,a,Not answered.
20,Āchokhkhatyā,a,Unretored [unretorted]; not quarelled.
20,Āchogeedyā,a,Not guarded.
20,Āchogdyā,a,Not watched; without watching.
20,Āchhakgasyā,a,Not hated; undetested.
20,Āchhanmasyā,a,Non-paralytic.
20,Āchhalgasyā,a,Not pretended; undeceived.
20,Āchhalāmāsyā,a,Not drawn.
20,Āchharheyā,a,Not scattered.
20,Āchhākyā,a,Unpurified; unfiltered; not strained.
20,Āchhābcyā,a,Not printed; unprinted; unpublished.
20,Āchhāgāgasyā,a,Unflatten; round.
20,Āchhinyā,a,Untorn; not torn.
20,Āchhireyā,a,Not completed; uncompleted.
20,Āchhididyā,a,Not scattered.
20,Āchhuyoyā,a,Unplaughed [unploughed]; unfiltered.
20,Āchhchhur,n / a,Devilness; devilish; annoying in work.
21,Ā jhābādee,n & a,optimist.
21,Ā jhābārhā,a,beyond expectation.
21,Ā jhābeyā,a,not covered or veiled or fallen over.
21,Ā jhā-bharjhā,n,hopes and confidence.
21,Ā jhābharjhā-na-thānā,v,lose all hopes.
21,Ā jhâbhārjhārāgānā,v,put reliance to depend on; expect upon.
21,Ā jhābhāngā,n,despondency; frustration; disappointment.
21,Ā jhāmawjim,a & ad,upto expectation.
21,Ā jhār,n,slip; tumbling down of the hope.
21,Ājhārayhā,n,hopes; expectations.
21,Ā jhārāgānā,v,hope; keep hope; expect; rely upon.
21,Ā jhārmās,n,the name of the third month of the Chakma calender.
21,Ā jhārsyā,a,not spelt; not purified.
21,Ā jhārä,a,un cleaned.
21,Ā jhāriphelyā,a,not sweeped.
21,Ā jhāldā,n,imaginary hope.
21,Ā jhāy,a,instead of; in lieu of; incase of.
21,Ā jhi,n & a,eighty; 80 n. a kind of germ.
21,"Ājhin, Ājhinmās",n,the name of the sixth month of the Chakma calendar.
21,Ā jhimilcyā,a,not glittered; non-glittering.
21,Ā jhimeyā,a,not slumbered; non-drowsy.
21,Ā jhâri,a,of the month of Ajhar.
21,Ā jhurchyā,a,not drowsed; non-sleepy.
21,Āt,n & a,night; 8.
21,Ātak,n,confinement; obstruction.
21,Ā tak garānā,v,confine; detain; stop.
21,Ātak-ahnā,v,be confined.
21,Ā takkānā,v,hinder; obstruct.
21,Ātkejhānā,v,get stopped; obstructed.
21,Ā tchallish,n & a,fourty eight; 48.
21,Ā takkarkheyā,a,not tumbled.
21,Āttrish,n & a,thirty eight; 38.
21,Ātyaān,n,eight picees.
21,Ā tyat,ad,at eight.
21,Ātyabuah,n,eight numbers.
22,Ā tānabbooi,n & a,ninety eight; 98.
22,Ā tānna,n & a,fifty eight; 58.
22,Ā tārah,n & a,eighteen; 18.
22,Ā tānyā,a,not tugged or pulled; not snatched.
22,Ā tāngcyā,a,not hanged up.
22,Ā tāshee,n & a,eighty eight; 88.
22,Ā tāhattur,n & a,seventy eight; 78.
22,Ātnā,n,soul; spirit.
22,Ā tshatti,n & a,sixty eight; 68.
22,Ā ubidyā,a,unmassaged.
22,Ā tudyā,a,not defeated; unbreaking.
22,Ā tunyā,a,not twined.
22,Ā tengar,a,not crooked.
22,Ā tesh,n & a,twenty eight; 28.
22,Ā thageyā,a,not deceived or cheated; not pretended.
22,Ā thigasyā,a,not sealed.
22,Ā thelāmārsyā,a,not given a push.
22,Ā theng bāreyā,a,not stepped without stepping.
22,Ā dagarsyā,a,not stunted.
22,Ā dareyā,a,without fearful; not fearful.
22,Ā dākyā,a,unsummoned; not called; uncalled.
22,Ā dāgiānyā,a,not called-in or fetched.
22,Ā dubpyā,a,undrawned; unsinking.
22,Ā dang,n,dirtiness; not joked.
22,Ā dalgeyā,a,unslacking; not slacked.
22,Ā dah,n,gum.
22,Ā dākyā,a,unclosed; uncovered.
22,Ā dūlyā,a,not poured; without pouring.
22,Ā tagcyā,a,not search; without searching.
22,Ā targagasyā,a,not argued.
22,Ā ttubo,a,prostrated; ruined.
22,Ā ttubā-ahnā,v,fall down; ruin.
22,Ā tanā gasyā,a,not bewitched.
22,Ā tabgasyā,a,not meditated.
22,Ā tabanā-gasyā,a,not prayed; unwanted.
22,Ā tatta-gasyā,a,unsearched; without proper guard.
22,Ā tabbir-gasyā,a,not supervised; not audited.
22,Ā tareyā,a,not carried over; not helped.
23,Ātalcyā,a,not measured; unmeasured; immoderate; excessive.
23,Ātalbich-gasyā,a,not justified; not decided upon; unexamined.
23,Ātah-hābeyā,a,not heated; without heating.
23,Ātāg-kyā,a,without aiming; without target.
23,Ātāngcyā,a,not hanged.
23,Ātājsyā,a,not suffed [snuffed].
23,Ātātyā,a,not heated; not excited.
23,Ātārip-gasyā,a,unencouraged; not praised.
23,Ātāldyā,a,not beat music in time.
23,Ātāllāgeyā,a,unlocked.
23,Ātālidyā,a,not mended; not clapped.
23,Ātālimdyā,a,untrained; unrehearsal.
23,Ātyāg-gasyā,a,not sacrificed; not given up; unrelinquished.
23,Ātunyā,a,not repaired; not mended.
23,Āturgeyā,a,not cut with cards.
23,Ātulanā-gasyā,a,not compared; uncontrasted.
23,Ātogeyā,a,unsearched; unexplored; without finding out.
23,Āthak-cheyā,a,not measured of the depth.
23,Āthak-dyā,a,not reclined; undepended.
23,Āthattachyā,a,untrembling.
23,Ātharsyā,a,non-lasting; unsteady.
23,Āthayā,a,not kept.
23,Āthānpeyā,a,not awaken.
23,Āthāmeyā,a,not stopped.
23,Āthāreyā,a,without observed; without watched.
23,Āthāsgasyā,a,undesirous; not afflicted with thirst.
23,Āthyā,a,unreasonable; useless.
23,Āthyāmātyā,ad,unreasonably; uselessly; jokingly.
23,Āthyāchidā garānā,v,think in vein [vain].
23,Āthidyo,a,not established.
23,Āthippimāsyā,a,not striked with finger.
23,Āthir,a,unsteady; not fixed.
23,Āthiyeyā,a,not stood; without standing.
23,Āthubgasyā,a,not fasciculated; non-aggregate.
23,Āthubeyā,a,not gathered; not collected.
23,Āthumgasyā,a,not ended; not put to an end; without ending.
23,Āthebarak-heyā,a,not slipped; not missed; without tumbling.
24,Ātalcyā,a,not measured; unmeasured; immoderate; excessive.
24,Ātalbich-gasyā,a,not justified; not decided upon; unexamined.
24,Ātah-hābeyā,a,not heated; without heating.
24,Ātāg-kyā,a,without aiming; without target.
24,Ātāngcyā,a,not hanged.
24,Ātājsyā,a,not suffed [snuffed].
24,Ātātyā,a,not heated; not excited.
24,Ātārip-gasyā,a,unencouraged; not praised.
24,Ātāldyā,a,not beat music in time.
24,Ātāllāgeyā,a,unlocked.
24,Ātālidyā,a,not mended; not clapped.
24,Ātālimdyā,a,untrained; unrehearsal.
24,Ātyāg-gasyā,a,not sacrificed; not given up; unrelinquished.
24,Ātunyā,a,not repaired; not mended.
24,Āturgeyā,a,not cut with cards.
24,Ātulanā-gasyā,a,not compared; uncontrasted.
24,Ātogeyā,a,unsearched; unexplored; without finding out.
24,Āthak-cheyā,a,not measured of the depth.
24,Āthak-dyā,a,not reclined; undepended.
24,Āthattachyā,a,untrembling.
24,Ātharsyā,a,non-lasting; unsteady.
24,Āthayā,a,not kept.
24,Āthānpeyā,a,not awaken.
24,Āthāmeyā,a,not stopped.
24,Āthāreyā,a,without observed; without watched.
24,Āthāsgasyā,a,undesirous; not afflicted with thirst.
24,Āthyā,a,unreasonable; useless.
24,Āthyāmātyā,ad,unreasonably; uselessly; jokingly.
24,Āthyāchidā garānā,v,think in vein [vain].
24,Āthidyo,a,not established.
24,Āthippimāsyā,a,not striked with finger.
24,Āthir,a,unsteady; not fixed.
24,Āthiyeyā,a,not stood; without standing.
24,Āthubgasyā,a,not fasciculated; non-aggregate.
24,Āthubeyā,a,not gathered; not collected.
24,Āthumgasyā,a,not ended; not put to an end; without ending.
24,Āthebarak-heyā,a,not slipped; not missed; without tumbling.
24,Ādangalgsyā,a,not occupied; unoccupied.
24,Ādangeyā,a,not yielded or defeated.
24,Ādajhātpasyā,a,not fallen or faced into a danger.
24,Ādjheyā,a,not occured an incident.
24,Ādat,a,at the deep; inside; n. heart; soul; mind.
24,Ādade,ad,really; as a matter of fact; in fact.
24,Ādargarānā,v,care; affectionate; love.
24,Ādarar,a,dear; estimable.
24,Ādal,n,appearance; feature; form.
24,Ādalyā,a,not pressed.
24,Ādalbānyā,a,not ganged up; not organised.
24,Ād-dabi,n,dear or beloved or petted bitch (fem. of dog).
24,Ādarsha,n & a,ideal; model; specimen.
24,Ādā,n,ginger.
24,Ādagkāpyā,a,not drawn a line.
24,Ādagdyā,a,not marked a line.
24,Ādagtulyā,a,not removed a line.
24,Ādaghilgasyā,a,not submitted.
24,Ādangā,n,fear; alarm; dread; terrific fear; frighten.
24,Ādangauranā,v,get frightened; get alarmed.
24,Ādangādyā,a,not burnt; not made a fire in a rusty forest.
24,Ādating,n,guernsey.
24,Ādanānā,v,adjust; accomodate.
24,Ādāni,n,accommodation; adjustment.
24,Ādām,n,village; hamlet.
24,Ādāmyā,a & n,villager(s).
24,Ādārā,n,perplexity; danger; frightened.
24,Ādārāhānā,v,be perplexed; frightened.
24,Ādārahcyā,a,alarmed; agitated; confounded; perplexed.
24,Ādālat,n,court of justice; court.
24,Ādāmdyā,a,not paid the price.
24,Ādāmgasyā,a,not fixed or asked the price of.
24,Ādārānā,v,remove; scatter.
24,Ādābeegasyā,a,unclaimed; not demanded.
24,Ādāhumpasyā,a,fatless.
24,Ādāy,n,releasing; collection; receiving.
24,Ādāygarānā,v,release; collect; levy.
24,Ādi,a,first; prior; original; n. origin etc.
24,Ādigamba,n,primary cause.
25,Ādinfelyā,a,unadjourned.
25,Ādibāsee,n,aborigines; aboriginals.
25,Ādukhpeyā,a,not suffered; not pained.
25,Ādukhgasyā,a,not grieved.
25,Ādukdyā,a,not given pain or trouble.
25,Ādujgasyā,a,not committed sin or offence; guiltless; harmless.
25,Ādujdyā,a,not blamed; without blaming.
25,Ādudhdyā,a,without giving milk; without mixing milk.
25,Ādur,a,maimed; afflicted; defective. n. maim.
25,Ādurgarānā,v,cripple.
25,Āduri,n,bowels; intestines.
25,Ādei,a,secret; hidden; concealed.
25,Ādeidhan,n,hidden treasure.
25,Ādeipolish,n,detective police.
25,Ādeimārānā,v,assassinate.
25,Ādeghā,a,unseen; secret; not observed.
25,Ādeghkyā,ad,by chance; at once; suddenly; unexpectedly; a. unseen; not appeared.
25,Ādeghkyā mārani,n,assassination.
25,Ādeghkyā rahasya,n,mystery.
25,Ādeghāgasyā,a,not visited.
25,Ādegheyā,a,not seen; not showed.
25,Ādesh,n,order; command; permission.
25,Ādesh garānā,v,order; command.
25,Ādeshdiā,n,one who ordered; legislator.
25,Ādeshpatra,n,written permission; warrant; licence.
25,Ādesh majim,ad,according to order or command; as per order or command.
25,Ādesh-ahnā,v,be commanded or ordered.
25,Ādcheyā,a,scattering; scattered.
25,Ādeyā,a,close fitting; tight; adjusted.
25,Ādol,n & a,ugly.
25,Ādhakyā,a,unlike.
25,Ādhang,a,dirty; foul; filthy.
25,Ādhanggarānā,v,throw useless thing; make dirty.
25,Ādhanggarsyā,a,rubbished; uncleaned.
26,Ādhāhcyā,a,not crumbled; not wounded.
26,Ādhamakdyā,a,not threatened.
26,Ādharsyā,a,not seized or arrested; not caught or taken or sustained.
26,Ādharādyā,a,not surrendered; not seized.
26,Ādharapasyā,a,not captured; not apprehended.
26,Ādhari ānyā,a,not brought by arrest or catch; unabducted.
26,Ādharinyā,a,not abducted; not driven away.
26,Ādhayā,a,uncleaned; not washed.
26,Ādhā,a,half; half a portaion [portion].
26,Ādhābāgā,a,scantly; filling half the stomach; incomplete; not finished; left incomplete.
26,Ādhābagagari,ad,incompletely.
26,Ādhābayasyā,a,middle-aged.
26,Ādhābhurho,n,almost old.
26,Ādhāmarā,n,half dead or death.
26,Ādhār,n,food (for birds & beasts).
26,Ādhārkhābānā,v,feed to bird or beast.
26,Ādhālee,n,mite; nit.
26,Ādhā Sarkāree,a,semi government; demi official; government undertaking.
26,Ādhik,ind & a,too much.
26,Ādhik digcyā,a,not shaken; unshaken; steady; not trembled.
26,Ādhu,n,knee.
26,Ādhujdyā,a,not striken or beaten.
26,Ādhuj-heyā,a,being striken.
26,Ādhupārānā,v,kneel down.
26,Ādhupārsyā,a,knelt down.
26,Ādhubgāsyā,a,not whitened.
26,Ādhundoheyā,a,not smoking; without smoking; n. non-smoker or non-tabacco smoker.
26,Ādhumeyā,a,not smoky.
26,Ādhunik,a,modern; recent; new; novel; of present times; now a days.
26,Ādhunyā,a,uncleaned cotton; not cut into pieces.
26,Ādhurunggasyā,a,not inflated or bloated.
26,Ādhulyā,a,not crudled [curdled]; without crudling.
26,Ādhuleyā,a,not made to weaver or oscillate.
26,Ādhulipasyā,a,not inclined or bowed or fallen down.
26,Ādhulee,n,half a rupee; a. thickness of a liquid.
26,Ādhuyogasyā,a,uncleaned; not cleaned.
27,Ādhckdhasyā,a,without putting out a breath.
27,Ādhckfelyā,a,without aspired.
27,Ādhck layā,a,without inspired or taking breath.
27,Ādheyā,a,not abducted; not ran away.
27,Ā dhcynyā,a,not frightened away or scanded [scared] away.
27,Ā dhelgasyā,a,not relaxed; unrelaxing.
27,Ān,v,bring; fetch.
27,Ānakal gasyā,a,not imitated or copied.
27,Ānakbhāj–gasyā,a,not carefully selected or separated.
27,Ānang,v,"bring, fetch; (1st person)."
27,Ānach,v,bring; fetch (2nd person).
27,Ānajardyā,a,not beheld; not watched.
27,garayā,n,"coverer, screener; hidder."
27,Āndāj,n,guess; conjecture.
27,Āndāj garānā,v,Presume; assume; guess.
27,Āndājee,a,guessing; conjectual [conjectural]; approximate.
27,Āndāje,ad,about; really; conjectually; at a rough estimate; by guess; approximately.
27,Āndār,a,overspread with dark; dark.
27,Āndār garānā,v,make or grow dark; putting of light.
27,Āndārat –thānā,v,to be in the dark; stay in dark.
27,Āndārat bijirenā,v,grope in the dark.
27,Āndār ahnā,v,darken; become dark.
27,Āndolan,n,agitation; movement; discussion; uprising. v.
27,garānā,a à¦—à¦°à§Ÿà§à¦¯à¦¾ [garaya] n agitator,
27,Ānanda,n,delight; pleasure; happiness.
27,Ānanda garānā,v,rejoice; make merry.
27,Ānanda geed,a,song of joy.
27,Ānandachit,a,hearty; cheerful; delighted.
27,Ānanda chitloi,ad,with mindful of joy; gladly; happily.
